# The rewrite census: how often each rewrite is admitted per bench program.
# Written by `scripts/rewrite_census.py --bless`; a drop against it fails `make rewrite-census`.
# program <TAB> commit (a library checkout's; `-` for an in-repo lane) <TAB> rule <TAB> count
mesh3d	f7c7eb431	R-WorkBuffer/onward	4
pluginabi	a4e7d4be7	R-Base	10
pluginabi	a4e7d4be7	R-CharWalk	10
pluginabi	a4e7d4be7	R-CompleteWrite	39
pluginabi	a4e7d4be7	R-ElemFirst	1
pluginabi	a4e7d4be7	R-Header	15
pluginabi	a4e7d4be7	R-Invariant	2
pluginabi	a4e7d4be7	R-Push	6
pluginabi	a4e7d4be7	R-PushFill	3
pluginabi	a4e7d4be7	R-RecPtr	1
pluginabi	a4e7d4be7	R-RetAdopt	4
pluginabi	a4e7d4be7	R-TextBorrow	11
pluginabi	a4e7d4be7	R-WorkBuffer	3
random	628a7b6dd	R-Base	4
random	628a7b6dd	R-CharWalk	10
random	628a7b6dd	R-CompleteWrite	6
random	628a7b6dd	R-Header	3
random	628a7b6dd	R-LoopBuffer	1
random	628a7b6dd	R-Push	1
random	628a7b6dd	R-PushFill	1
random	628a7b6dd	R-RetAdopt	3
random	628a7b6dd	R-TextBorrow	11
random	628a7b6dd	R-WorkBuffer	4
random	628a7b6dd	R-WorkBuffer/onward	6
server	57b1addcf	R-Base	4
server	57b1addcf	R-CharWalk	10
server	57b1addcf	R-CompleteWrite	16
server	57b1addcf	R-Header	2
server	57b1addcf	R-RecPtr	1
server	57b1addcf	R-RetAdopt	3
server	57b1addcf	R-SplitTable	2
server	57b1addcf	R-TextBorrow	14
server	57b1addcf	R-ValueLocal	15
server	57b1addcf	R-ValueRecord	7
shapes	9781cd628	R-Base	12
shapes	9781cd628	R-CharWalk	10
shapes	9781cd628	R-CompleteWrite	11
shapes	9781cd628	R-ElemFirst	1
shapes	9781cd628	R-Header	7
shapes	9781cd628	R-Invariant	2
shapes	9781cd628	R-PushFill/record	1
shapes	9781cd628	R-PushRec	2
shapes	9781cd628	R-RecPtr	10
shapes	9781cd628	R-RetAdopt	3
shapes	9781cd628	R-TextBorrow	11
shapes	9781cd628	R-ValueLocal	11
shapes	9781cd628	R-ValueRecord	2
ssh	57b1addcf	R-Base	4
ssh	57b1addcf	R-CharWalk	10
ssh	57b1addcf	R-CompleteWrite	4
ssh	57b1addcf	R-Header	3
ssh	57b1addcf	R-Push	1
ssh	57b1addcf	R-PushFill	1
ssh	57b1addcf	R-RetAdopt	3
ssh	57b1addcf	R-TextBorrow	11
ssh	57b1addcf	R-ValueLocal	8
ssh	57b1addcf	R-ValueRecord	1
ssh	57b1addcf	R-WorkBuffer	1
stage	9781cd628	R-Base	66
stage	9781cd628	R-BoundedNest	4
stage	9781cd628	R-CharWalk	12
stage	9781cd628	R-CompleteWrite	58
stage	9781cd628	R-CopyView	2
stage	9781cd628	R-Header	83
stage	9781cd628	R-Invariant	75
stage	9781cd628	R-LoopBuffer	11
stage	9781cd628	R-Push	21
stage	9781cd628	R-PushFill	7
stage	9781cd628	R-PushRec	5
stage	9781cd628	R-RecPtr	45
stage	9781cd628	R-RetAdopt	6
stage	9781cd628	R-Scalar	41
stage	9781cd628	R-TextBorrow	16
stage	9781cd628	R-ValueLocal	163
stage	9781cd628	R-ValueRecord	19
stage	9781cd628	R-WorkBuffer	7
stage	9781cd628	R-WorkBuffer/onward	36
text2d	9781cd628	R-Base	54
text2d	9781cd628	R-BoundedNest	4
text2d	9781cd628	R-CharWalk	18
text2d	9781cd628	R-CompleteWrite	44
text2d	9781cd628	R-CopyView	2
text2d	9781cd628	R-Header	65
text2d	9781cd628	R-Invariant	62
text2d	9781cd628	R-LoopBuffer	9
text2d	9781cd628	R-Push	19
text2d	9781cd628	R-PushFill	7
text2d	9781cd628	R-RecPtr	13
text2d	9781cd628	R-RetAdopt	6
text2d	9781cd628	R-Scalar	38
text2d	9781cd628	R-TextBorrow	17
text2d	9781cd628	R-ValueLocal	132
text2d	9781cd628	R-ValueRecord	12
text2d	9781cd628	R-WorkBuffer	7
text2d	9781cd628	R-WorkBuffer/onward	4
time	43b54cf45	R-Base	9
time	43b54cf45	R-CharWalk	11
time	43b54cf45	R-CompleteWrite	5
time	43b54cf45	R-Header	9
time	43b54cf45	R-Invariant	2
time	43b54cf45	R-Push	1
time	43b54cf45	R-PushFill	1
time	43b54cf45	R-RetAdopt	3
time	43b54cf45	R-TextBorrow	13
time	43b54cf45	R-ValueLocal	53
time	43b54cf45	R-ValueRecord	17
tween	9781cd628	R-Base	11
